"grade","dimension","dim","code","statement","link","orig_dimension","orig_dim","code2"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.A.1","Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.","http://corestandards.org/Math/Content/7/SP/A/1/","Statistics & Probability","SP","SP.A.1"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.A.2","Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. <i>For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be</i>.","http://corestandards.org/Math/Content/7/SP/A/2/","Statistics & Probability","SP","SP.A.2"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.B.3","Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. <i>For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable</i>.","http://corestandards.org/Math/Content/7/SP/B/3/","Statistics & Probability","SP","SP.B.3"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.B.4","Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. <i>For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book</i>.","http://corestandards.org/Math/Content/7/SP/B/4/","Statistics & Probability","SP","SP.B.4"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.C.5","Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.</li>","http://corestandards.org/Math/Content/7/SP/C/5/","Statistics & Probability","SP","SP.C.5"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.C.6","Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. <i>For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times</i>.","http://corestandards.org/Math/Content/7/SP/C/6/","Statistics & Probability","SP","SP.C.6"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.C.7","Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy.","http://corestandards.org/Math/Content/7/SP/C/7/","Statistics & Probability","SP","SP.C.7"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.C.7a","Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. <i>For example, if a student is selected at random from a class, find the probability that Jane will be selected and the probability that a girl will be selected</i>.","http://corestandards.org/Math/Content/7/SP/C/7/a/","Statistics & Probability","SP","SP.C.7a"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.C.7b","Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. <i>For example, find the approximate probability that a spinning penny will land heads up or that a tossed paper cup will land open-end down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequencies?</i>","http://corestandards.org/Math/Content/7/SP/C/7/b/","Statistics & Probability","SP","SP.C.7b"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.C.8","Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation.","http://corestandards.org/Math/Content/7/SP/C/8/","Statistics & Probability","SP","SP.C.8"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.C.8a","Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs.","http://corestandards.org/Math/Content/7/SP/C/8/a/","Statistics & Probability","SP","SP.C.8a"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.C.8b","Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., ""rolling double sixes""), identify the outcomes in the sample space which compose the event.","http://corestandards.org/Math/Content/7/SP/C/8/b/","Statistics & Probability","SP","SP.C.8b"
"07","Measurement, Data, Probability & Statistics","MDP&S","7.SP.C.8c","Design and use a simulation to generate frequencies for compound events. <i>For example, use random digits as a simulation tool to approximate the answer to the question: If 40% of donors have type A blood, what is the probability that it will take at least 4 donors to find one with type A blood?</i>","http://corestandards.org/Math/Content/7/SP/C/8/c/","Statistics & Probability","SP","SP.C.8c"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.A.1","Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 3<sup>2</sup>&nbsp;&times;&nbsp;3<sup>-5</sup> = 3<sup>-3</sup> = 1/3<sup>3</sup> = 1/27.","http://corestandards.org/Math/Content/8/EE/A/1/","Expressions & Equations","EE","EE.A.1"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.A.2","Use square root and cube root symbols to represent solutions to equations of the form <i>x</i><sup>2</sup> = <i>p</i> and <i>x</i><sup>3</sup> = p, where <i>p</i> is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that &radic;2 is irrational.","http://corestandards.org/Math/Content/8/EE/A/2/","Expressions & Equations","EE","EE.A.2"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.A.3","Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other. <em>For example, estimate the population of the United States as 3 times 10<sup>8</sup> and the population of the world as 7 times 10<sup>9</sup>, and determine that the world population is more than 20 times larger</em>.","http://corestandards.org/Math/Content/8/EE/A/3/","Expressions & Equations","EE","EE.A.3"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.A.4","Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology","http://corestandards.org/Math/Content/8/EE/A/4/","Expressions & Equations","EE","EE.A.4"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.B.5","Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed.","http://corestandards.org/Math/Content/8/EE/B/5/","Expressions & Equations","EE","EE.B.5"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.B.6","Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y = mx for a line through the origin and the equation <i>y</i> = <i>mx</i> + <i>b</i> for a line intercepting the vertical axis at <i>b</i>.","http://corestandards.org/Math/Content/8/EE/B/6/","Expressions & Equations","EE","EE.B.6"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.C.7","Solve linear equations in one variable.","http://corestandards.org/Math/Content/8/EE/C/7/","Expressions & Equations","EE","EE.C.7"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.C.7a","Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form <i>x</i> = <i>a</i>, <i>a</i> = <i>a</i>, or <i>a</i> = <i>b</i> results (where <i>a</i> and <i>b</i> are different numbers).","http://corestandards.org/Math/Content/8/EE/C/7/a/","Expressions & Equations","EE","EE.C.7a"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.C.7b","Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.","http://corestandards.org/Math/Content/8/EE/C/7/b/","Expressions & Equations","EE","EE.C.7b"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.C.8","Analyze and solve pairs of simultaneous linear equations.","http://corestandards.org/Math/Content/8/EE/C/8/","Expressions & Equations","EE","EE.C.8"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.C.8a","Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously.","http://corestandards.org/Math/Content/8/EE/C/8/a/","Expressions & Equations","EE","EE.C.8a"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.C.8b","Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection. <i>For example, 3x + 2y = 5 and 3x + 2y = 6 have no solution because 3x + 2y cannot simultaneously be 5 and 6</i>.","http://corestandards.org/Math/Content/8/EE/C/8/b/","Expressions & Equations","EE","EE.C.8b"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.EE.C.8c","Solve real-world and mathematical problems leading to two linear equations in two variables. <i>For example, given coordinates for two pairs of points, determine whether the line through the first pair of points intersects the line through the second pair</i>.","http://corestandards.org/Math/Content/8/EE/C/8/c/","Expressions & Equations","EE","EE.C.8c"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.F.A.1","Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.<sup>1</sup>","http://corestandards.org/Math/Content/8/F/A/1/","Functions","F","F.A.1"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.F.A.2","Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). <i>For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change</i>.","http://corestandards.org/Math/Content/8/F/A/2/","Functions","F","F.A.2"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.F.A.3","Interpret the equation <i>y = mx + b</i> as defining a linear function, whose graph is a straight line; give examples of functions that are not linear. <i>For example, the function A = s<sup>2</sup> giving the area of a square as a function of its side length is not linear because its graph contains the points (1,1), (2,4) and (3,9), which are not on a straight line</i>.","http://corestandards.org/Math/Content/8/F/A/3/","Functions","F","F.A.3"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.F.B.4","Construct a function to model a linear relationship between two quantities. Determine the rate of change&nbsp; and initial value of the function from a description of a relationship or from two (<i>x, y</i>) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.","http://corestandards.org/Math/Content/8/F/B/4/","Functions","F","F.B.4"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.F.B.5","Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally.","http://corestandards.org/Math/Content/8/F/B/5/","Functions","F","F.B.5"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.G.A.1","Verify experimentally the properties of rotations, reflections, and translations:","http://corestandards.org/Math/Content/8/G/A/1/","Geometry","G","G.A.1"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.G.A.1a","Lines are taken to lines, and line segments to line segments of the same length.","http://corestandards.org/Math/Content/8/G/A/1/a/","Geometry","G","G.A.1a"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.G.A.1b","Angles are taken to angles of the same measure.","http://corestandards.org/Math/Content/8/G/A/1/b/","Geometry","G","G.A.1b"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.G.A.1c","Parallel lines are taken to parallel lines.","http://corestandards.org/Math/Content/8/G/A/1/c/","Geometry","G","G.A.1c"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.G.A.2","Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them.","http://corestandards.org/Math/Content/8/G/A/2/","Geometry","G","G.A.2"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.G.A.3","Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates.","http://corestandards.org/Math/Content/8/G/A/3/","Geometry","G","G.A.3"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.G.A.4","Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two-dimensional figures, describe a sequence that exhibits the similarity between them.","http://corestandards.org/Math/Content/8/G/A/4/","Geometry","G","G.A.4"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.G.A.5","Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. <i>For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so</i>.","http://corestandards.org/Math/Content/8/G/A/5/","Geometry","G","G.A.5"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.G.B.6","Explain a proof of the Pythagorean Theorem and its converse.","http://corestandards.org/Math/Content/8/G/B/6/","Geometry","G","G.B.6"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.G.B.7","Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.","http://corestandards.org/Math/Content/8/G/B/7/","Geometry","G","G.B.7"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.G.B.8","Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.","http://corestandards.org/Math/Content/8/G/B/8/","Geometry","G","G.B.8"
"08","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","8.G.C.9","Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems.","http://corestandards.org/Math/Content/8/G/C/9/","Geometry","G","G.C.9"
"08","Number Systems, Operations & Abstract Representation","NSO&AR","8.NS.A.1","Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number.","http://corestandards.org/Math/Content/8/NS/A/1/","Number System","NS","NS.A.1"
"08","Number Systems, Operations & Abstract Representation","NSO&AR","8.NS.A.2","Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., &pi;<sup>2</sup>). <i>For example, by truncating the decimal expansion of &radic;2, show that &radic;2 is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations</i>.","http://corestandards.org/Math/Content/8/NS/A/2/","Number System","NS","NS.A.2"
"08","Measurement, Data, Probability & Statistics","MDP&S","8.SP.A.1","Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.","http://corestandards.org/Math/Content/8/SP/A/1/","Statistics & Probability","SP","SP.A.1"
"08","Measurement, Data, Probability & Statistics","MDP&S","8.SP.A.2","Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line.","http://corestandards.org/Math/Content/8/SP/A/2/","Statistics & Probability","SP","SP.A.2"
"08","Measurement, Data, Probability & Statistics","MDP&S","8.SP.A.3","Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. <i>For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height</i>.","http://corestandards.org/Math/Content/8/SP/A/3/","Statistics & Probability","SP","SP.A.3"
"08","Measurement, Data, Probability & Statistics","MDP&S","8.SP.A.4","Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. <i>For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?</i>","http://corestandards.org/Math/Content/8/SP/A/4/","Statistics & Probability","SP","SP.A.4"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-APR.A.1","Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials.","http://corestandards.org/Math/Content/HSA/APR/A/1/","Arithmetic with Polynomials & Rational Expressions","APR","APR.A.1"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-APR.B.2","Know and apply the Remainder Theorem: For a polynomial <i>p</i>(<i>x</i>) and a number <i>a</i>, the remainder on division by <i>x - a</i> is <i>p</i>(<i>a</i>), so <i>p</i>(<i>a</i>) = 0 if and only if (<i>x - a</i>) is a factor of <i>p</i>(<i>x</i>).","http://corestandards.org/Math/Content/HSA/APR/B/2/","Arithmetic with Polynomials & Rational Expressions","APR","APR.B.2"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-APR.B.3","Identify zeros of polynomials when suitable factorizations are available, and use the zeros to construct a rough graph of the function defined by the polynomial.","http://corestandards.org/Math/Content/HSA/APR/B/3/","Arithmetic with Polynomials & Rational Expressions","APR","APR.B.3"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-APR.C.4","Prove polynomial identities and use them to describe numerical relationships. <i>For example, the polynomial identity (x<sup>2</sup> + y<sup>2</sup>)<sup>2</sup> = (x<sup>2</sup> - y<sup>2</sup>)<sup>2</sup> + (2xy)<sup>2</sup> can be used to generate Pythagorean triples.</i></li>","http://corestandards.org/Math/Content/HSA/APR/C/4/","Arithmetic with Polynomials & Rational Expressions","APR","APR.C.4"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-APR.C.5","(+) Know and apply the Binomial Theorem for the expansion of (<i>x</i> + <i>y</i>)<sup><i>n</i></sup> in powers of <i>x</i> and <i>y</i> for a positive integer <i>n</i>, where <i>x</i> and <i>y</i> are any numbers, with coefficients determined for example by Pascal's Triangle.<sup>1</sup>","http://corestandards.org/Math/Content/HSA/APR/C/5/","Arithmetic with Polynomials & Rational Expressions","APR","APR.C.5"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-APR.D.6","Rewrite simple rational expressions in different forms; write <sup><i>a</i>(<i>x</i>)</sup>/<sub><i>b</i>(<i>x</i>)</sub> in the form <i>q</i>(<i>x</i>) + <sup><i>r</i>(<i>x</i>)</sup>/<sub><i>b</i>(<i>x</i>)</sub>, where <i>a</i>(<i>x</i>), <i>b</i>(<i>x</i>), <i>q</i>(<i>x</i>), and <i>r</i>(<i>x</i>) are polynomials with the degree of <i>r</i>(<i>x</i>) less than the degree of <i>b</i>(<i>x</i>), using inspection, long division, or, for the more complicated examples, a computer algebra system.","http://corestandards.org/Math/Content/HSA/APR/D/6/","Arithmetic with Polynomials & Rational Expressions","APR","APR.D.6"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-APR.D.7","(+) Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions.","http://corestandards.org/Math/Content/HSA/APR/D/7/","Arithmetic with Polynomials & Rational Expressions","APR","APR.D.7"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-CED.A.1","Create equations and inequalities in one variable and use them to solve problems. <i>Include equations arising from linear and quadratic functions, and simple rational and exponential functions</i>.","http://corestandards.org/Math/Content/HSA/CED/A/1/","Creating Equations","CED","CED.A.1"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-CED.A.2","Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales.","http://corestandards.org/Math/Content/HSA/CED/A/2/","Creating Equations","CED","CED.A.2"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-CED.A.3","Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or nonviable options in a modeling context. <i>For example, represent inequalities describing nutritional and cost constraints on combinations of different foods</i>.","http://corestandards.org/Math/Content/HSA/CED/A/3/","Creating Equations","CED","CED.A.3"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-CED.A.4","Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. <i>For example, rearrange Ohm's law V = IR to highlight resistance R</i>.","http://corestandards.org/Math/Content/HSA/CED/A/4/","Creating Equations","CED","CED.A.4"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.A.1","Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method.","http://corestandards.org/Math/Content/HSA/REI/A/1/","Reasoning with Equations & Inequalities","REI","REI.A.1"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.A.2","Solve simple rational and radical equations in one variable, and give examples showing how extraneous solutions may arise.","http://corestandards.org/Math/Content/HSA/REI/A/2/","Reasoning with Equations & Inequalities","REI","REI.A.2"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.B.3","Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.","http://corestandards.org/Math/Content/HSA/REI/B/3/","Reasoning with Equations & Inequalities","REI","REI.B.3"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.B.4","Solve quadratic equations in one variable.","http://corestandards.org/Math/Content/HSA/REI/B/4/","Reasoning with Equations & Inequalities","REI","REI.B.4"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.B.4a","Use the method of completing the square to transform any quadratic equation in <i>x</i> into an equation of the form (<i>x</i> - <i>p</i>)<sup>2</sup> = <i>q</i> that has the same solutions. Derive the quadratic formula from this form.","http://corestandards.org/Math/Content/HSA/REI/B/4/a/","Reasoning with Equations & Inequalities","REI","REI.B.4a"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.B.4b","Solve quadratic equations by inspection (e.g., for <i>x</i><sup>2</sup> = 49), taking square roots, completing the square, the quadratic formula and factoring, as appropriate to the initial form of the equation. Recognize when the quadratic formula gives complex solutions and write them as <i>a</i> &plusmn; <i>bi</i> for real numbers <i>a</i> and <i>b</i>.","http://corestandards.org/Math/Content/HSA/REI/B/4/b/","Reasoning with Equations & Inequalities","REI","REI.B.4b"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.C.5","Prove that, given a system of two equations in two variables, replacing one equation by the sum of that equation and a multiple of the other produces a system with the same solutions.","http://corestandards.org/Math/Content/HSA/REI/C/5/","Reasoning with Equations & Inequalities","REI","REI.C.5"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.C.6","Solve systems of linear equations exactly and approximately (e.g., with graphs), focusing on pairs of linear equations in two variables.","http://corestandards.org/Math/Content/HSA/REI/C/6/","Reasoning with Equations & Inequalities","REI","REI.C.6"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.C.7","Solve a simple system consisting of a linear equation and a quadratic equation in two variables algebraically and graphically. For example, find the points of intersection between the line <i>y</i> = -3<i>x</i> and the circle <i>x</i><sup>2</sup> + <i>y</i><sup>2</sup> = 3.","http://corestandards.org/Math/Content/HSA/REI/C/7/","Reasoning with Equations & Inequalities","REI","REI.C.7"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.C.8","(+) Represent a system of linear equations as a single matrix equation in a vector variable.","http://corestandards.org/Math/Content/HSA/REI/C/8/","Reasoning with Equations & Inequalities","REI","REI.C.8"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.C.9","(+) Find the inverse of a matrix if it exists and use it to solve systems of linear equations (using technology for matrices of dimension 3 &times; 3 or greater).","http://corestandards.org/Math/Content/HSA/REI/C/9/","Reasoning with Equations & Inequalities","REI","REI.C.9"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.D.10","Understand that the graph of an equation in two variables is the set of all its solutions plotted in the coordinate plane, often forming a curve (which could be a line).","http://corestandards.org/Math/Content/HSA/REI/D/10/","Reasoning with Equations & Inequalities","REI","REI.D.10"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.D.11","Explain why the <i>x</i>-coordinates of the points where the graphs of the equations <i>y</i> = <i>f</i>(<i>x</i>) and <i>y</i> = <i>g</i>(<i>x</i>) intersect are the solutions of the equation <i>f</i>(<i>x</i>) = <i>g</i>(<i>x</i>); find the solutions approximately, e.g., using technology to graph the functions, make tables of values, or find successive approximations. Include cases where <i>f</i>(<i>x</i>) and/or <i>g</i>(<i>x</i>) are linear, polynomial, rational, absolute value, exponential, and logarithmic functions.<sup>*</sup>","http://corestandards.org/Math/Content/HSA/REI/D/11/","Reasoning with Equations & Inequalities","REI","REI.D.11"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSA-REI.D.12","Graph the solutions to a linear inequality in two variables as a half-plane (excluding the boundary in the case of a strict inequality), and graph the solution set to a system of linear inequalities in two variables as the intersection of the corresponding half-planes.","http://corestandards.org/Math/Content/HSA/REI/D/12/","Reasoning with Equations & Inequalities","REI","REI.D.12"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-SSE.A.1","Interpret expressions that represent a quantity in terms of its context.<sup>*</sup>","http://corestandards.org/Math/Content/HSA/SSE/A/1/","Seeing Structure in Expressions","SSE","SSE.A.1"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-SSE.A.1a","Interpret parts of an expression, such as terms, factors, and coefficients.","http://corestandards.org/Math/Content/HSA/SSE/A/1/a/","Seeing Structure in Expressions","SSE","SSE.A.1a"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-SSE.A.1b","Interpret complicated expressions by viewing one or more of their parts as a single entity. <i>For example, interpret P(1+r)<sup>n</sup> as the product of P and a factor not depending on P</i>.","http://corestandards.org/Math/Content/HSA/SSE/A/1/b/","Seeing Structure in Expressions","SSE","SSE.A.1b"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-SSE.A.2","Use the structure of an expression to identify ways to rewrite it. <i>For example, see x<sup>4</sup> - y<sup>4</sup> as (x<sup>2</sup>)<sup>2</sup> - (y<sup>2</sup>)<sup>2</sup>, thus recognizing it as a difference of squares that can be factored as (x<sup>2</sup> - y<sup>2</sup>)(x<sup>2</sup> + y<sup>2</sup>)</i>.","http://corestandards.org/Math/Content/HSA/SSE/A/2/","Seeing Structure in Expressions","SSE","SSE.A.2"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-SSE.B.3","Choose and produce an equivalent form of an expression to reveal and explain properties of the quantity represented by the expression.<sup>*</sup>","http://corestandards.org/Math/Content/HSA/SSE/B/3/","Seeing Structure in Expressions","SSE","SSE.B.3"
