"grade","dimension","dim","code","statement","link","orig_dimension","orig_dim"
"01","Reading","R","RL.1.9","Compare and contrast the adventures and experiences of characters in stories.","http://corestandards.org/ELA-Literacy/RL/1/9/","Reading: Literature","RL"
"01","Reading","R","RL.1.10","With prompting and support, read prose and poetry of appropriate complexity for grade 1.","http://corestandards.org/ELA-Literacy/RL/1/10/","Reading: Literature","RL"
"02","Reading","R","RL.2.1","Ask and answer such questions as <i>who, what, where, when, why</i>, and <i>how</i> to demonstrate understanding of key details in a text.","http://corestandards.org/ELA-Literacy/RL/2/1/","Reading: Literature","RL"
"02","Reading","R","RL.2.2","Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.","http://corestandards.org/ELA-Literacy/RL/2/2/","Reading: Literature","RL"
"02","Reading","R","RL.2.3","Describe how characters in a story respond to major events and challenges.","http://corestandards.org/ELA-Literacy/RL/2/3/","Reading: Literature","RL"
"02","Reading","R","RL.2.4","Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.","http://corestandards.org/ELA-Literacy/RL/2/4/","Reading: Literature","RL"
"02","Reading","R","RL.2.5","Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.","http://corestandards.org/ELA-Literacy/RL/2/5/","Reading: Literature","RL"
"02","Reading","R","RL.2.6","Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.","http://corestandards.org/ELA-Literacy/RL/2/6/","Reading: Literature","RL"
"02","Reading","R","RL.2.7","Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot.","http://corestandards.org/ELA-Literacy/RL/2/7/","Reading: Literature","RL"
"02","Reading","R","RL.2.9","Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.","http://corestandards.org/ELA-Literacy/RL/2/9/","Reading: Literature","RL"
"02","Reading","R","RL.2.10","By the end of the year, read and comprehend literature, including stories and poetry, in the grades 2-3 text complexity band proficiently, with scaffolding as needed at the high end of the range.","http://corestandards.org/ELA-Literacy/RL/2/10/","Reading: Literature","RL"
"03","Reading","R","RL.3.1","Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.","http://corestandards.org/ELA-Literacy/RL/3/1/","Reading: Literature","RL"
"03","Reading","R","RL.3.2","Recount stories, including fables, folktales, and myths from diverse cultures; determine the central message, lesson, or moral and explain how it is conveyed through key details in the text.","http://corestandards.org/ELA-Literacy/RL/3/2/","Reading: Literature","RL"
"03","Reading","R","RL.3.3","Describe characters in a story (e.g., their traits, motivations, or feelings) and explain how their actions contribute to the sequence of events","http://corestandards.org/ELA-Literacy/RL/3/3/","Reading: Literature","RL"
"03","Reading","R","RL.3.4","Determine the meaning of words and phrases as they are used in a text, distinguishing literal from nonliteral language.","http://corestandards.org/ELA-Literacy/RL/3/4/","Reading: Literature","RL"
"03","Reading","R","RL.3.5","Refer to parts of stories, dramas, and poems when writing or speaking about a text, using terms such as chapter, scene, and stanza; describe how each successive part builds on earlier sections.","http://corestandards.org/ELA-Literacy/RL/3/5/","Reading: Literature","RL"
"03","Reading","R","RL.3.6","Distinguish their own point of view from that of the narrator or those of the characters.","http://corestandards.org/ELA-Literacy/RL/3/6/","Reading: Literature","RL"
"03","Reading","R","RL.3.7","Explain how specific aspects of a text's illustrations contribute to what is conveyed by the words in a story (e.g., create mood, emphasize aspects of a character or setting)","http://corestandards.org/ELA-Literacy/RL/3/7/","Reading: Literature","RL"
"03","Reading","R","RL.3.9","Compare and contrast the themes, settings, and plots of stories written by the same author about the same or similar characters (e.g., in books from a series)","http://corestandards.org/ELA-Literacy/RL/3/9/","Reading: Literature","RL"
"03","Reading","R","RL.3.10","By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 2-3 text complexity band independently and proficiently.","http://corestandards.org/ELA-Literacy/RL/3/10/","Reading: Literature","RL"
"04","Reading","R","RL.4.1","Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.","http://corestandards.org/ELA-Literacy/RL/4/1/","Reading: Literature","RL"
"04","Reading","R","RL.4.2","Determine a theme of a story, drama, or poem from details in the text; summarize the text.","http://corestandards.org/ELA-Literacy/RL/4/2/","Reading: Literature","RL"
"04","Reading","R","RL.4.3","Describe in depth a character, setting, or event in a story or drama, drawing on specific details in the text (e.g., a character's thoughts, words, or actions).","http://corestandards.org/ELA-Literacy/RL/4/3/","Reading: Literature","RL"
"04","Reading","R","RL.4.4","Determine the meaning of words and phrases as they are used in a text, including those that allude to significant characters found in mythology (e.g., Herculean).","http://corestandards.org/ELA-Literacy/RL/4/4/","Reading: Literature","RL"
"04","Reading","R","RL.4.5","Explain major differences between poems, drama, and prose, and refer to the structural elements of poems (e.g., verse, rhythm, meter) and drama (e.g., casts of characters, settings, descriptions, dialogue, stage directions) when writing or speaking about a text.","http://corestandards.org/ELA-Literacy/RL/4/5/","Reading: Literature","RL"
"04","Reading","R","RL.4.6","Compare and contrast the point of view from which different stories are narrated, including the difference between first- and third-person narrations.","http://corestandards.org/ELA-Literacy/RL/4/6/","Reading: Literature","RL"
"04","Reading","R","RL.4.7","Make connections between the text of a story or drama and a visual or oral presentation of the text, identifying where each version reflects specific descriptions and directions in the text.","http://corestandards.org/ELA-Literacy/RL/4/7/","Reading: Literature","RL"
"04","Reading","R","RL.4.9","Compare and contrast the treatment of similar themes and topics (e.g., opposition of good and evil) and patterns of events (e.g., the quest) in stories, myths, and traditional literature from different cultures.","http://corestandards.org/ELA-Literacy/RL/4/9/","Reading: Literature","RL"
"04","Reading","R","RL.4.10","By the end of the year, read and comprehend literature, including stories, dramas, and poetry, in the grades 4-5 text complexity band proficiently, with scaffolding as needed at the high end of the range.","http://corestandards.org/ELA-Literacy/RL/4/10/","Reading: Literature","RL"
"05","Reading","R","RL.5.1","Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.","http://corestandards.org/ELA-Literacy/RL/5/1/","Reading: Literature","RL"
"05","Reading","R","RL.5.2","Determine a theme of a story, drama, or poem from details in the text, including how characters in a story or drama respond to challenges or how the speaker in a poem reflects upon a topic; summarize the text.","http://corestandards.org/ELA-Literacy/RL/5/2/","Reading: Literature","RL"
"05","Reading","R","RL.5.3","Compare and contrast two or more characters, settings, or events in a story or drama, drawing on specific details in the text (e.g., how characters interact).","http://corestandards.org/ELA-Literacy/RL/5/3/","Reading: Literature","RL"
"05","Reading","R","RL.5.4","Determine the meaning of words and phrases as they are used in a text, including figurative language such as metaphors and similes.","http://corestandards.org/ELA-Literacy/RL/5/4/","Reading: Literature","RL"
"05","Reading","R","RL.5.5","Explain how a series of chapters, scenes, or stanzas fits together to provide the overall structure of a particular story, drama, or poem.","http://corestandards.org/ELA-Literacy/RL/5/5/","Reading: Literature","RL"
"05","Reading","R","RL.5.6","Describe how a narrator's or speaker's point of view influences how events are described.","http://corestandards.org/ELA-Literacy/RL/5/6/","Reading: Literature","RL"
"05","Reading","R","RL.5.7","Analyze how visual and multimedia elements contribute to the meaning, tone, or beauty of a text (e.g., graphic novel, multimedia presentation of fiction, folktale, myth, poem).","http://corestandards.org/ELA-Literacy/RL/5/7/","Reading: Literature","RL"
"05","Reading","R","RL.5.9","Compare and contrast stories in the same genre (e.g., mysteries and adventure stories) on their approaches to similar themes and topics.","http://corestandards.org/ELA-Literacy/RL/5/9/","Reading: Literature","RL"
"05","Reading","R","RL.5.10","By the end of the year, read and comprehend literature, including stories, dramas, and poetry, at the high end of the grades 4-5 text complexity band independently and proficiently.","http://corestandards.org/ELA-Literacy/RL/5/10/","Reading: Literature","RL"
"06","Reading","R","RL.6.1","Cite textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.","http://corestandards.org/ELA-Literacy/RL/6/1/","Reading: Literature","RL"
"06","Reading","R","RL.6.2","Determine a theme or central idea of a text and how it is conveyed through particular details; provide a summary of the text distinct from personal opinions or judgments.","http://corestandards.org/ELA-Literacy/RL/6/2/","Reading: Literature","RL"
"06","Reading","R","RL.6.3","Describe how a particular story's or drama's plot unfolds in a series of episodes as well as how the characters respond or change as the plot moves toward a resolution.","http://corestandards.org/ELA-Literacy/RL/6/3/","Reading: Literature","RL"
"06","Reading","R","RL.6.4","Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of a specific word choice on meaning and tone","http://corestandards.org/ELA-Literacy/RL/6/4/","Reading: Literature","RL"
"06","Reading","R","RL.6.5","Analyze how a particular sentence, chapter, scene, or stanza fits into the overall structure of a text and contributes to the development of the theme, setting, or plot.","http://corestandards.org/ELA-Literacy/RL/6/5/","Reading: Literature","RL"
"06","Reading","R","RL.6.6","Explain how an author develops the point of view of the narrator or speaker in a text.","http://corestandards.org/ELA-Literacy/RL/6/6/","Reading: Literature","RL"
"06","Reading","R","RL.6.7","Compare and contrast the experience of reading a story, drama, or poem to listening to or viewing an audio, video, or live version of the text, including contrasting what they ""see"" and ""hear"" when reading the text to what they perceive when they listen or watch.","http://corestandards.org/ELA-Literacy/RL/6/7/","Reading: Literature","RL"
"06","Reading","R","RL.6.9","Compare and contrast texts in different forms or genres (e.g., stories and poems; historical novels and fantasy stories) in terms of their approaches to similar themes and topics.","http://corestandards.org/ELA-Literacy/RL/6/9/","Reading: Literature","RL"
"06","Reading","R","RL.6.10","By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range.","http://corestandards.org/ELA-Literacy/RL/6/10/","Reading: Literature","RL"
"07","Reading","R","RL.7.1","Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.","http://corestandards.org/ELA-Literacy/RL/7/1/","Reading: Literature","RL"
"07","Reading","R","RL.7.2","Determine a theme or central idea of a text and analyze its development over the course of the text; provide an objective summary of the text.","http://corestandards.org/ELA-Literacy/RL/7/2/","Reading: Literature","RL"
"07","Reading","R","RL.7.3","Analyze how particular elements of a story or drama interact (e.g., how setting shapes the characters or plot).","http://corestandards.org/ELA-Literacy/RL/7/3/","Reading: Literature","RL"
"07","Reading","R","RL.7.4","Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of rhymes and other repetitions of sounds (e.g., alliteration) on a specific verse or stanza of a poem or section of a story or drama.","http://corestandards.org/ELA-Literacy/RL/7/4/","Reading: Literature","RL"
"07","Reading","R","RL.7.5","Analyze how a drama's or poem's form or structure (e.g., soliloquy, sonnet) contributes to its meaning","http://corestandards.org/ELA-Literacy/RL/7/5/","Reading: Literature","RL"
"07","Reading","R","RL.7.6","Analyze how an author develops and contrasts the points of view of different characters or narrators in a text.","http://corestandards.org/ELA-Literacy/RL/7/6/","Reading: Literature","RL"
"07","Reading","R","RL.7.7","Compare and contrast a written story, drama, or poem to its audio, filmed, staged, or multimedia version, analyzing the effects of techniques unique to each medium (e.g., lighting, sound, color, or camera focus and angles in a film).","http://corestandards.org/ELA-Literacy/RL/7/7/","Reading: Literature","RL"
"07","Reading","R","RL.7.9","Compare and contrast a fictional portrayal of a time, place, or character and a historical account of the same period as a means of understanding how authors of fiction use or alter history.","http://corestandards.org/ELA-Literacy/RL/7/9/","Reading: Literature","RL"
"07","Reading","R","RL.7.10","By the end of the year, read and comprehend literature, including stories, dramas, and poems, in the grades 6-8 text complexity band proficiently, with scaffolding as needed at the high end of the range.","http://corestandards.org/ELA-Literacy/RL/7/10/","Reading: Literature","RL"
"08","Reading","R","RL.8.1","Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.","http://corestandards.org/ELA-Literacy/RL/8/1/","Reading: Literature","RL"
"08","Reading","R","RL.8.2","Determine a theme or central idea of a text and analyze its development over the course of the text, including its relationship to the characters, setting, and plot; provide an objective summary of the text.","http://corestandards.org/ELA-Literacy/RL/8/2/","Reading: Literature","RL"
"08","Reading","R","RL.8.3","Analyze how particular lines of dialogue or incidents in a story or drama propel the action, reveal aspects of a character, or provoke a decision.","http://corestandards.org/ELA-Literacy/RL/8/3/","Reading: Literature","RL"
"08","Reading","R","RL.8.4","Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts.","http://corestandards.org/ELA-Literacy/RL/8/4/","Reading: Literature","RL"
"08","Reading","R","RL.8.5","Compare and contrast the structure of two or more texts and analyze how the differing structure of each text contributes to its meaning and style.","http://corestandards.org/ELA-Literacy/RL/8/5/","Reading: Literature","RL"
"08","Reading","R","RL.8.6","Analyze how differences in the points of view of the characters and the audience or reader (e.g., created through the use of dramatic irony) create such effects as suspense or humor.","http://corestandards.org/ELA-Literacy/RL/8/6/","Reading: Literature","RL"
"08","Reading","R","RL.8.7","Analyze the extent to which a filmed or live production of a story or drama stays faithful to or departs from the text or script, evaluating the choices made by the director or actors.","http://corestandards.org/ELA-Literacy/RL/8/7/","Reading: Literature","RL"
"08","Reading","R","RL.8.9","Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new.","http://corestandards.org/ELA-Literacy/RL/8/9/","Reading: Literature","RL"
"08","Reading","R","RL.8.10","By the end of the year, read and comprehend literature, including stories, dramas, and poems, at the high end of grades 6-8 text complexity band independently and proficiently.","http://corestandards.org/ELA-Literacy/RL/8/10/","Reading: Literature","RL"
"9,10","Reading","R","RL.9-10.1","Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.","http://corestandards.org/ELA-Literacy/RL/9-10/1/","Reading: Literature","RL"
"9,10","Reading","R","RL.9-10.2","Determine a theme or central idea of a text and analyze in detail its development over the course of the text, including how it emerges and is shaped and refined by specific details; provide an objective summary of the text.","http://corestandards.org/ELA-Literacy/RL/9-10/2/","Reading: Literature","RL"
"9,10","Reading","R","RL.9-10.3","Analyze how complex characters (e.g., those with multiple or conflicting motivations) develop over the course of a text, interact with other characters, and advance the plot or develop the theme.","http://corestandards.org/ELA-Literacy/RL/9-10/3/","Reading: Literature","RL"
"9,10","Reading","R","RL.9-10.4","Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the cumulative impact of specific word choices on meaning and tone (e.g., how the language evokes a sense of time and place; how it sets a formal or informal tone).","http://corestandards.org/ELA-Literacy/RL/9-10/4/","Reading: Literature","RL"
"9,10","Reading","R","RL.9-10.5","Analyze how an author's choices concerning how to structure a text, order events within it (e.g., parallel plots), and manipulate time (e.g., pacing, flashbacks) create such effects as mystery, tension, or surprise.","http://corestandards.org/ELA-Literacy/RL/9-10/5/","Reading: Literature","RL"
"9,10","Reading","R","RL.9-10.6","Analyze a particular point of view or cultural experience reflected in a work of literature from outside the United States, drawing on a wide reading of world literature.","http://corestandards.org/ELA-Literacy/RL/9-10/6/","Reading: Literature","RL"
"9,10","Reading","R","RL.9-10.7","Analyze the representation of a subject or a key scene in two different artistic mediums, including what is emphasized or absent in each treatment (e.g., Auden's ""Musée des Beaux Arts"" and Breughel's Landscape with the Fall of Icarus).","http://corestandards.org/ELA-Literacy/RL/9-10/7/","Reading: Literature","RL"
"9,10","Reading","R","RL.9-10.9","Analyze how an author draws on and transforms source material in a specific work (e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare).","http://corestandards.org/ELA-Literacy/RL/9-10/9/","Reading: Literature","RL"
"9,10","Reading","R","RL.9-10.10","<p>By the end of grade 9, read and comprehend literature, including stories, dramas, and poems, in the grades 9-10 text complexity band proficiently, with scaffolding as needed at the high end of the range.</p>

<p>By the end of grade 10, read and comprehend literature, including stories, dramas, and poems, at the high end of the grades 9-10 text complexity band independently and proficiently.</p>","http://corestandards.org/ELA-Literacy/RL/9-10/10/","Reading: Literature","RL"
"11,12","Reading","R","RL.11-12.1","Cite strong and thorough textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text, including determining where the text leaves matters uncertain.","http://corestandards.org/ELA-Literacy/RL/11-12/1/","Reading: Literature","RL"
"11,12","Reading","R","RL.11-12.2","Determine two or more themes or central ideas of a text and analyze their development over the course of the text, including how they interact and build on one another to produce a complex account; provide an objective summary of the text.","http://corestandards.org/ELA-Literacy/RL/11-12/2/","Reading: Literature","RL"
"11,12","Reading","R","RL.11-12.3","Analyze the impact of the author's choices regarding how to develop and relate elements of a story or drama (e.g., where a story is set, how the action is ordered, how the characters are introduced and developed).","http://corestandards.org/ELA-Literacy/RL/11-12/3/","Reading: Literature","RL"
"11,12","Reading","R","RL.11-12.4","Determine the meaning of words and phrases as they are used in the text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including words with multiple meanings or language that is particularly fresh, engaging, or beautiful. (Include Shakespeare as well as other authors.)","http://corestandards.org/ELA-Literacy/RL/11-12/4/","Reading: Literature","RL"
"11,12","Reading","R","RL.11-12.5","Analyze how an author's choices concerning how to structure specific parts of a text (e.g., the choice of where to begin or end a story, the choice to provide a comedic or tragic resolution) contribute to its overall structure and meaning as well as its aesthetic impact.","http://corestandards.org/ELA-Literacy/RL/11-12/5/","Reading: Literature","RL"
"11,12","Reading","R","RL.11-12.6","Analyze a case in which grasping a point of view requires distinguishing what is directly stated in a text from what is really meant (e.g., satire, sarcasm, irony, or understatement).","http://corestandards.org/ELA-Literacy/RL/11-12/6/","Reading: Literature","RL"
"11,12","Reading","R","RL.11-12.7","Analyze multiple interpretations of a story, drama, or poem (e.g., recorded or live production of a play or recorded novel or poetry), evaluating how each version interprets the source text. (Include at least one play by Shakespeare and one play by an American dramatist.)","http://corestandards.org/ELA-Literacy/RL/11-12/7/","Reading: Literature","RL"
"11,12","Reading","R","RL.11-12.9","Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics.","http://corestandards.org/ELA-Literacy/RL/11-12/9/","Reading: Literature","RL"
"11,12","Reading","R","RL.11-12.10","<p>By the end of grade 11, read and comprehend literature, including stories, dramas, and poems, in the grades 11-CCR text complexity band proficiently, with scaffolding as needed at the high end of the range.</p>

<p>By the end of grade 12, read and comprehend literature, including stories, dramas, and poems, at the high end of the grades 11-CCR text complexity band independently and proficiently.</p>","http://corestandards.org/ELA-Literacy/RL/11-12/10/","Reading: Literature","RL"
"6,7,8","Reading","R","RST.6-8.1","Cite specific textual evidence to support analysis of science and technical texts.","http://corestandards.org/ELA-Literacy/RST/6-8/1/","Reading: Science & Technical Subjects","RST"
"6,7,8","Reading","R","RST.6-8.2","Determine the central ideas or conclusions of a text; provide an accurate summary of the text distinct from prior knowledge or opinions.","http://corestandards.org/ELA-Literacy/RST/6-8/2/","Reading: Science & Technical Subjects","RST"
"6,7,8","Reading","R","RST.6-8.3","Follow precisely a multistep procedure when carrying out experiments, taking measurements, or performing technical tasks.","http://corestandards.org/ELA-Literacy/RST/6-8/3/","Reading: Science & Technical Subjects","RST"
"6,7,8","Reading","R","RST.6-8.4","Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to <em>grades 6-8 texts and topics</em>.","http://corestandards.org/ELA-Literacy/RST/6-8/4/","Reading: Science & Technical Subjects","RST"
"6,7,8","Reading","R","RST.6-8.5","Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to an understanding of the topic.","http://corestandards.org/ELA-Literacy/RST/6-8/5/","Reading: Science & Technical Subjects","RST"
"6,7,8","Reading","R","RST.6-8.6","Analyze the author's purpose in providing an explanation, describing a procedure, or discussing an experiment in a text.","http://corestandards.org/ELA-Literacy/RST/6-8/6/","Reading: Science & Technical Subjects","RST"
"6,7,8","Reading","R","RST.6-8.7","Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).","http://corestandards.org/ELA-Literacy/RST/6-8/7/","Reading: Science & Technical Subjects","RST"
"6,7,8","Reading","R","RST.6-8.8","Distinguish among facts, reasoned judgment based on research findings, and speculation in a text.","http://corestandards.org/ELA-Literacy/RST/6-8/8/","Reading: Science & Technical Subjects","RST"
"6,7,8","Reading","R","RST.6-8.9","Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic.","http://corestandards.org/ELA-Literacy/RST/6-8/9/","Reading: Science & Technical Subjects","RST"
"6,7,8","Reading","R","RST.6-8.10","By the end of grade 8, read and comprehend science/technical texts in the grades 6-8 text complexity band independently and proficiently.","http://corestandards.org/ELA-Literacy/RST/6-8/10/","Reading: Science & Technical Subjects","RST"
"9,10","Reading","R","RST.9-10.1","Cite specific textual evidence to support analysis of science and technical texts, attending to the precise details of explanations or descriptions.","http://corestandards.org/ELA-Literacy/RST/9-10/1/","Reading: Science & Technical Subjects","RST"
"9,10","Reading","R","RST.9-10.2","Determine the central ideas or conclusions of a text; trace the text's explanation or depiction of a complex process, phenomenon, or concept; provide an accurate summary of the text.","http://corestandards.org/ELA-Literacy/RST/9-10/2/","Reading: Science & Technical Subjects","RST"
"9,10","Reading","R","RST.9-10.3","Follow precisely a complex multistep procedure when carrying out experiments, taking measurements, or performing technical tasks, attending to special cases or exceptions defined in the text.","http://corestandards.org/ELA-Literacy/RST/9-10/3/","Reading: Science & Technical Subjects","RST"
"9,10","Reading","R","RST.9-10.4","Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to <em>grades 9-10 texts and topics</em>.","http://corestandards.org/ELA-Literacy/RST/9-10/4/","Reading: Science & Technical Subjects","RST"
"9,10","Reading","R","RST.9-10.5","Analyze the structure of the relationships among concepts in a text, including relationships among key terms (e.g., <em>force, friction, reaction force, energy</em>).","http://corestandards.org/ELA-Literacy/RST/9-10/5/","Reading: Science & Technical Subjects","RST"
"9,10","Reading","R","RST.9-10.6","Analyze the author's purpose in providing an explanation, describing a procedure, or discussing an experiment in a text, defining the question the author seeks to address.","http://corestandards.org/ELA-Literacy/RST/9-10/6/","Reading: Science & Technical Subjects","RST"
"9,10","Reading","R","RST.9-10.7","Translate quantitative or technical information expressed in words in a text into visual form (e.g., a table or chart) and translate information expressed visually or mathematically (e.g., in an equation) into words.","http://corestandards.org/ELA-Literacy/RST/9-10/7/","Reading: Science & Technical Subjects","RST"
"9,10","Reading","R","RST.9-10.8","Assess the extent to which the reasoning and evidence in a text support the author's claim or a recommendation for solving a scientific or technical problem.","http://corestandards.org/ELA-Literacy/RST/9-10/8/","Reading: Science & Technical Subjects","RST"
"9,10","Reading","R","RST.9-10.9","Compare and contrast findings presented in a text to those from other sources (including their own experiments), noting when the findings support or contradict previous explanations or accounts.","http://corestandards.org/ELA-Literacy/RST/9-10/9/","Reading: Science & Technical Subjects","RST"
"9,10","Reading","R","RST.9-10.10","By the end of grade 10, read and comprehend science/technical texts in the grades 9-10 text complexity band independently and proficiently.","http://corestandards.org/ELA-Literacy/RST/9-10/10/","Reading: Science & Technical Subjects","RST"
"11,12","Reading","R","RST.11-12.1","Cite specific textual evidence to support analysis of science and technical texts, attending to important distinctions the author makes and to any gaps or inconsistencies in the account.","http://corestandards.org/ELA-Literacy/RST/11-12/1/","Reading: Science & Technical Subjects","RST"
"11,12","Reading","R","RST.11-12.2","Determine the central ideas or conclusions of a text; summarize complex concepts, processes, or information presented in a text by paraphrasing them in simpler but still accurate terms.","http://corestandards.org/ELA-Literacy/RST/11-12/2/","Reading: Science & Technical Subjects","RST"
"11,12","Reading","R","RST.11-12.3","Follow precisely a complex multistep procedure when carrying out experiments, taking measurements, or performing technical tasks; analyze the specific results based on explanations in the text.","http://corestandards.org/ELA-Literacy/RST/11-12/3/","Reading: Science & Technical Subjects","RST"
"11,12","Reading","R","RST.11-12.4","Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to <em>grades 11-12 texts and topics</em>.","http://corestandards.org/ELA-Literacy/RST/11-12/4/","Reading: Science & Technical Subjects","RST"
"11,12","Reading","R","RST.11-12.5","Analyze how the text structures information or ideas into categories or hierarchies, demonstrating understanding of the information or ideas.","http://corestandards.org/ELA-Literacy/RST/11-12/5/","Reading: Science & Technical Subjects","RST"
"11,12","Reading","R","RST.11-12.6","Analyze the author's purpose in providing an explanation, describing a procedure, or discussing an experiment in a text, identifying important issues that remain unresolved.","http://corestandards.org/ELA-Literacy/RST/11-12/6/","Reading: Science & Technical Subjects","RST"
"11,12","Reading","R","RST.11-12.7","Integrate and evaluate multiple sources of information presented in diverse formats and media (e.g., quantitative data, video, multimedia) in order to address a question or solve a problem.","http://corestandards.org/ELA-Literacy/RST/11-12/7/","Reading: Science & Technical Subjects","RST"
"11,12","Reading","R","RST.11-12.8","Evaluate the hypotheses, data, analysis, and conclusions in a science or technical text, verifying the data when possible and corroborating or challenging conclusions with other sources of information.","http://corestandards.org/ELA-Literacy/RST/11-12/8/","Reading: Science & Technical Subjects","RST"
"11,12","Reading","R","RST.11-12.9","Synthesize information from a range of sources (e.g., texts, experiments, simulations) into a coherent understanding of a process, phenomenon, or concept, resolving conflicting information when possible.","http://corestandards.org/ELA-Literacy/RST/11-12/9/","Reading: Science & Technical Subjects","RST"
"11,12","Reading","R","RST.11-12.10","By the end of grade 12, read and comprehend science/technical texts in the grades 11-CCR text complexity band independently and proficiently.","http://corestandards.org/ELA-Literacy/RST/11-12/10/","Reading: Science & Technical Subjects","RST"
"K","Language, Speaking & Listening","LS&L","SL.K.1","Participate in collaborative conversations with diverse partners about <i>kindergarten topics and texts</i> with peers and adults in small and larger groups.","http://corestandards.org/ELA-Literacy/SL/K/1/","Speaking & Listening","SL"
"K","Language, Speaking & Listening","LS&L","SL.K.1a","Follow agreed-upon rules for discussions (e.g., listening to others and taking turns speaking about the topics and texts under discussion).","http://corestandards.org/ELA-Literacy/SL/K/1/a/","Speaking & Listening","SL"
"K","Language, Speaking & Listening","LS&L","SL.K.1b","Continue a conversation through multiple exchanges.","http://corestandards.org/ELA-Literacy/SL/K/1/b/","Speaking & Listening","SL"
"K","Language, Speaking & Listening","LS&L","SL.K.2","Confirm understanding of a text read aloud or information presented orally or through other media by asking and answering questions about key details and requesting clarification if something is not understood.","http://corestandards.org/ELA-Literacy/SL/K/2/","Speaking & Listening","SL"
"K","Language, Speaking & Listening","LS&L","SL.K.3","Ask and answer questions in order to seek help, get information, or clarify something that is not understood.","http://corestandards.org/ELA-Literacy/SL/K/3/","Speaking & Listening","SL"
"K","Language, Speaking & Listening","LS&L","SL.K.4","Describe familiar people, places, things, and events and, with prompting and support, provide additional detail.","http://corestandards.org/ELA-Literacy/SL/K/4/","Speaking & Listening","SL"
"K","Language, Speaking & Listening","LS&L","SL.K.5","Add drawings or other visual displays to descriptions as desired to provide additional detail.","http://corestandards.org/ELA-Literacy/SL/K/5/","Speaking & Listening","SL"
"K","Language, Speaking & Listening","LS&L","SL.K.6","Speak audibly and express thoughts, feelings, and ideas clearly.","http://corestandards.org/ELA-Literacy/SL/K/6/","Speaking & Listening","SL"
"01","Language, Speaking & Listening","LS&L","SL.1.1","Participate in collaborative conversations with diverse partners about <i>grade 1 topics and texts</i> with peers and adults in small and larger groups.","http://corestandards.org/ELA-Literacy/SL/1/1/","Speaking & Listening","SL"
"01","Language, Speaking & Listening","LS&L","SL.1.1a","Follow agreed-upon rules for discussions (e.g., listening to others with care, speaking one at a time about the topics and texts under discussion).","http://corestandards.org/ELA-Literacy/SL/1/1/a/","Speaking & Listening","SL"
"01","Language, Speaking & Listening","LS&L","SL.1.1b","Build on others' talk in conversations by responding to the comments of others through multiple exchanges.","http://corestandards.org/ELA-Literacy/SL/1/1/b/","Speaking & Listening","SL"
"01","Language, Speaking & Listening","LS&L","SL.1.1c","Ask questions to clear up any confusion about the topics and texts under discussion.","http://corestandards.org/ELA-Literacy/SL/1/1/c/","Speaking & Listening","SL"
