grade,dimension,dim,subcategory,subcat,code,statement,PEcode,performanceExpectation,clarifyingStatement,assessmentBoundary
"6,7,8",Disciplinary Core ideas,DCI,Interdependent Relationships in Ecosystems,LS2.A,LS2.A-M1,"Organisms, and populations of organisms, are dependent on their environmental interactions both with other living things and with nonliving factors.",MS-LS2-1,Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.,Emphasis is on cause and effect relationships between resources and growth of individual organisms and the numbers of organisms in ecosystems during periods of abundant and scarce resources.,
"6,7,8",Disciplinary Core ideas,DCI,Interdependent Relationships in Ecosystems,LS2.A,LS2.A-M2,"In any ecosystem, organisms and populations with similar requirements for food, water, oxygen, or other resources may compete with each other for limited resources, access to which consequently constrains their growth and reproduction.",MS-LS2-1,Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.,Emphasis is on cause and effect relationships between resources and growth of individual organisms and the numbers of organisms in ecosystems during periods of abundant and scarce resources.,
"6,7,8",Disciplinary Core ideas,DCI,Interdependent Relationships in Ecosystems,LS2.A,LS2.A-M3,Growth of organisms and population increases are limited by access to resources.,MS-LS2-1,Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.,Emphasis is on cause and effect relationships between resources and growth of individual organisms and the numbers of organisms in ecosystems during periods of abundant and scarce resources.,
"6,7,8",Disciplinary Core ideas,DCI,Interdependent Relationships in Ecosystems,LS2.A,LS2.A-M4,"Similarly, predatory interactions may reduce the number of organisms or eliminate whole populations of organisms. Mutually beneficial interactions, in contrast, may become so interdependent that each organism requires the other for survival. Although the species involved in these competitive, predatory, and mutually beneficial interactions vary across ecosystems, the patterns of interactions of organisms with their environments, both living and nonliving, are shared.",MS-LS2-2,Construct an explanation that predicts patterns of interactions among organisms across multiple ecosystems.,"Emphasis is on predicting consistent patterns of interactions in different ecosystems in terms of the relationships among and between organisms and abiotic components of ecosystems. Examples of types of interactions could include competitive, predatory, and mutually beneficial.",
"9,10,11,12",Disciplinary Core ideas,DCI,Interdependent Relationships in Ecosystems,LS2.A,LS2.A-H1,"Ecosystems have carrying capacities, which are limits to the numbers of organisms and populations they can support. These limits result from such factors as the availability of living and nonliving resources and from challenges such as predation, competition, and disease. Organisms would have the capacity to produce populations of great size were it not for the fact that environments and resources are finite. This fundamental tension affects the abundance (number of individuals) of species in any given ecosystem.",HS-LS2-1,Use mathematical and/or computational representations to support explanations of factors that affect carrying capacity of ecosystems at different scales,"Emphasis is on quantitative analysis and comparison of the relationships among interdependent factors including boundaries, resources, climate, and competition. Examples of mathematical comparisons could include graphs, charts, histograms, and population changes gathered from simulations or historical data sets.",Assessment does not include deriving mathematical equations to make comparisons.
"3,4,5",Disciplinary Core ideas,DCI,Cycles of Matter & Energy Transfer in Ecosystems,LS2.B,LS2.B-E1,"Matter cycles between the air and soil and among plants, animals, and microbes as these organisms live and die. Organisms obtain gases and water from the environment and release waste matter (gas, liquid, or solid) back into the environment.",5-LS2-1,"Develop a model to describe the movement of matter among plants, animals, decomposers, and the environment.","Emphasis is on the idea that matter that is not food (air, water, decomposed materials in soil) is changed by plants into matter that is food. Examples of systems could include organisms, ecosystems, and the Earth.",Assessment does not include molecular explanations.
"6,7,8",Disciplinary Core ideas,DCI,Cycles of Matter & Energy Transfer in Ecosystems,LS2.B,LS2.B-M1,"Food webs are models that demonstrate how matter and energy are transferred between producers, consumers, and decomposers as the three groups interact within an ecosystem. Transfers of matter into and out of the physical environment occur at every level. Decomposers recycle nutrients from dead plant or animal matter back to the soil in terrestrial environments or to the water in aquatic environments. The atoms that make up the organisms in an ecosystem are cycled repeatedly between the living and nonliving parts of the ecosystem.",MS-LS2-3,Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.,"Emphasis is on describing the conservation of matter and flow of energy into and out of various ecosystems, and on defining the boundaries of the system.",Assessment does not include the use of chemical reactions to describe the processes.
"9,10,11,12",Disciplinary Core ideas,DCI,Cycles of Matter & Energy Transfer in Ecosystems,LS2.B,LS2.B-H1,Photosynthesis and cellular respiration (including anaerobic processes) provide most of the energy for life processes.,HS-LS2-3,Construct and revise an explanation based on evidence for the cycling of matter and flow of energy in aerobic and anaerobic conditions.,Emphasis is on conceptual understanding of the role of aerobic and anaerobic respiration in different environments.,Assessment does not include the specific chemical processes of either aerobic or anaerobic respiration.
"9,10,11,12",Disciplinary Core ideas,DCI,Cycles of Matter & Energy Transfer in Ecosystems,LS2.B,LS2.B-H2,"Plants or algae form the lowest level of the food web. At each link upward in a food web, only a small fraction of the matter consumed at the lower level is transferred upward, to produce growth and release energy in cellular respiration at the higher level. Given this inefficiency, there are generally fewer organisms at higher levels of a food web. Some matter reacts to release energy for life functions, some matter is stored in newly made structures, and much is discarded. The chemical elements that make up the molecules of organisms pass through food webs and into and out of the atmosphere and soil, and they are combined and recombined in different ways. At each link in an ecosystem, matter and energy are conserved.",HS-LS2-4,Use mathematical representations to support claims for the cycling of matter and flow of energy among organisms in an ecosystem,"Emphasis is on using a mathematical model of stored energy in biomass to describe the transfer of energy from one trophic level to another and that matter and energy are conserved as matter cycles and energy flows through ecosystems. Emphasis is on atoms and molecules such as carbon, oxygen, hydrogen and nitrogen being conserved as they move through an ecosystem.",Assessment is limited to proportional reasoning to describe the cycling of matter and flow of energy.
"9,10,11,12",Disciplinary Core ideas,DCI,Cycles of Matter & Energy Transfer in Ecosystems,LS2.B,LS2.B-H3,"Photosynthesis and cellular respiration are important components of the carbon cycle, in which carbon is exchanged among the biosphere, atmosphere, oceans, and geosphere through chemical, physical, geologic, and biological processes.",HS-LS2-5,"Develop a model to illustrate the role of photosynthesis and cellular respiration in the cycling of carbon among the biosphere, atmosphere, hydrosphere, and geosphere.",Examples of models could include simulations and mathematical models.,Assessment does not include the specific chemical steps of photosynthesis and respiration.
"3,4,5",Disciplinary Core ideas,DCI,"Ecosystem Dynamics, Functioning, & Resilience",LS2.C,LS2.C-E1,"When the environment changes in ways that affect a place’s physical characteristics, temperature, or availability of resources, some organisms survive and reproduce, others move to new locations, yet others move into the transformed environment, and some die.",3-LS4-4,Make a claim about the merit of a solution to a problem caused when the environment changes and the types of plants and animals that live there may change.,"Examples of environmental changes could include changes in land characteristics, water distribution, temperature, food, and other organisms.",Assessment is limited to a single environmental change. Assessment does not include the greenhouse effect or climate change.
"6,7,8",Disciplinary Core ideas,DCI,"Ecosystem Dynamics, Functioning, & Resilience",LS2.C,LS2.C-M1,Ecosystems are dynamic in nature; their characteristics can vary over time. Disruptions to any physical or biological component of an ecosystem can lead to shifts in all its populations.,MS-LS2-4,Construct an argument supported by empirical evidence that changes to physical or biological components of an ecosystem affect populations.,"Emphasis is on recognizing patterns in data and making warranted inferences about changes in populations, and on evaluating empirical evidence supporting arguments about changes to ecosystems.",
"6,7,8",Disciplinary Core ideas,DCI,"Ecosystem Dynamics, Functioning, & Resilience",LS2.C,LS2.C-M2,Biodiversity describes the variety of species found in Earth’s terrestrial and oceanic ecosystems. The completeness or integrity of an ecosystem’s biodiversity is often used as a measure of its health.,MS-LS2-5,Evaluate competing design solutions for maintaining biodiversity and ecosystem services.,"Examples of ecosystem services could include water purification, nutrient recycling, and prevention of soil erosion. Examples of design solution constraints could include scientific, economic, and social considerations.",
"9,10,11,12",Disciplinary Core ideas,DCI,"Ecosystem Dynamics, Functioning, & Resilience",LS2.C,LS2.C-H1,"A complex set of interactions within an ecosystem can keep its numbers and types of organisms relatively constant over long periods of time under stable conditions. If a modest biological or physical disturbance to an ecosystem occurs, it may return to its more or less original status (i.e., the ecosystem is resilient), as opposed to becoming a very different ecosystem. Extreme fluctuations in conditions or the size of any population, however, can challenge the functioning of ecosystems in terms of resources and habitat availability.",HS-LS2-2,Use mathematical representations to support and revise explanations based on evidence about factors affecting biodiversity and populations in ecosystems of different scales.,"Examples of mathematical representations include finding the average, determining trends, and using graphical comparisons of multiple sets of data.",Assessment is limited to provided data.
"9,10,11,12",Disciplinary Core ideas,DCI,"Ecosystem Dynamics, Functioning, & Resilience",LS2.C,LS2.C-H2,"Moreover, anthropogenic changes (induced by human activity) in the environment–including habitat destruction, pollution, introduction of invasive species, overexploitation, and climate change–can disrupt an ecosystem and threaten the survival of some species.",HS-LS2-7,"Design, evaluate, and refine a solution for reducing the impacts of human activities on the environment and biodiversity.","Examples of human activities can include urbanization, building dams, and dissemination of invasive species.",
"3,4,5",Disciplinary Core ideas,DCI,Social Interactions & Group Behavior,LS2.D,LS2.D-E1,"Being part of a group helps animals obtain food, defend themselves, and cope with changes. Groups may serve different functions and vary dramatically in size",3-LS2-1,Construct an argument that some animals form groups that help members survive.,,
"9,10,11,12",Disciplinary Core ideas,DCI,Social Interactions & Group Behavior,LS2.D,LS2.D-H1,Group behavior has evolved because membership can increase the chances of survival for individuals and their genetic relatives.,HS-LS2-8,Evaluate the evidence for the role of group behavior on individual and species’ chances to survive and reproduce.,"Emphasis is on: (1) distinguishing between group and individual behavior, (2) identifying evidence supporting the outcomes of group behavior, and (3) developing logical and reasonable arguments based on evidence. Examples of group behaviors could include flocking, schooling, herding, and cooperative behaviors such as hunting, migrating, and swarming.",
"k,1,2",Disciplinary Core ideas,DCI,Inheritance of Traits,LS3.A,LS3.A-P1,"Young animals are very much, but not exactly, like, their parents. Plants also are very much, but not exactly, like their parents.",1-LS3-1,"Make observations to construct an evidence-based account that young plants and animals are like, but not exactly like, their parents.","Examples of patterns could include features plants or animals share. Examples of observations could include leaves from the same kind of plant are the same shape but can differ in size; and, a particular breed of dog looks like its parents but is not exactly the same.",Assessment does not include inheritance or animals that undergo metamorphosis or hybrids.
"3,4,5",Disciplinary Core ideas,DCI,Inheritance of Traits,LS3.A,LS3.A-E1,Many characteristics of organisms are inherited from their parents.,3-LS3-1,Analyze and interpret data to provide evidence that plants and animals have traits inherited from parents and that variation of these traits exists in a group of similar organisms.,"Patterns are the similarities and differences in traits shared between offspring and their parents, or among siblings. Emphasis is on organisms other than humans.",Assessment does not include genetic mechanisms of inheritance and prediction of traits. Assessment is limited to non-human examples.
"3,4,5",Disciplinary Core ideas,DCI,Inheritance of Traits,LS3.A,LS3.A-E2,"Other characteristics result from individuals’ interactions with the environment, which can range from diet to learning. Many characteristics involve both inheritance and environment.",3-LS3-2,Use evidence to support the explanation that traits can be influenced by the environment.,"Examples of the environment affecting a trait could include normally tall plants grown with insufficient water are stunted; and, a pet dog that is given too much food and little exercise may become overweight.",
"6,7,8",Disciplinary Core ideas,DCI,Inheritance of Traits,LS3.A,LS3.A-M1,"Genes are located in the chromosomes of cells, with each chromosome pair containing two variants of each of many distinct genes. Each distinct gene chiefly controls the production of specific proteins, which in turn affects the traits of the individual. Changes (mutations) to genes can result in changes to proteins, which can affect the structures and functions of the organism and thereby change traits.",MS-LS3-1,"Develop and use a model to describe why structural changes to genes (mutations) located on chromosomes may affect proteins and may result in harmful, beneficial, or neutral effects to the structure and function of the organism.",Emphasis is on conceptual understanding that changes in genetic material may result in making different proteins.,"Assessment does not include specific changes at the molecular level, mechanisms for protein synthesis, or specific types of mutations."
"6,7,8",Disciplinary Core ideas,DCI,Inheritance of Traits,LS3.A,LS3.A-M2,Variations of inherited traits between parent and offspring arise from genetic differences that result from the subset of chromosomes (and therefore genes) inherited.,MS-LS3-2,Develop and use a model to describe why asexual reproduction results in offspring with identical genetic information and sexual reproduction results in offspring with genetic variation.,"Emphasis is on using models such as Punnett squares, diagrams, and simulations to describe the cause and effect relationship of gene transmission from parent(s) to offspring and resulting genetic variation.",
"9,10,11,12",Disciplinary Core ideas,DCI,Inheritance of Traits,LS3.A,LS3.A-H1,"Each chromosome consists of a single very long DNA molecule, and each gene on the chromosome is a particular segment of that DNA. The instructions for forming species’ characteristics are carried in DNA. All cells in an organism have the same genetic content, but the genes used (expressed) by the cell may be regulated in different ways. Not all DNA codes for a protein; some segments of DNA are involved in regulatory or structural functions, and some have no as-yet known function.",HS-LS3-1,Ask questions to clarify relationships about the role of DNA and chromosomes in coding the instructions for characteristic traits passed from parents to offspring.,Assessment does not include the phases of meiosis or the biochemical mechanism of specific steps in the process.,
"k,1,2",Disciplinary Core ideas,DCI,Variation of Traits,LS3.B,LS3.B-P1,Individuals of the same kind of plant or animal are recognizable as similar but can also vary in many ways.,1-LS3-1,"Make observations to construct an evidence-based account that young plants and animals are like, but not exactly like, their parents.","Examples of patterns could include features plants or animals share. Examples of observations could include leaves from the same kind of plant are the same shape but can differ in size; and, a particular breed of dog looks like its parents but is not exactly the same.",Assessment does not include inheritance or animals that undergo metamorphosis or hybrids.
"3,4,5",Disciplinary Core ideas,DCI,Variation of Traits,LS3.B,LS3.B-E1,Different organisms vary in how they look and function because they have different inherited information.,3-LS3-1,Analyze and interpret data to provide evidence that plants and animals have traits inherited from parents and that variation of these traits exists in a group of similar organisms.,"Patterns are the similarities and differences in traits shared between offspring and their parents, or among siblings. Emphasis is on organisms other than humans.",Assessment does not include genetic mechanisms of inheritance and prediction of traits. Assessment is limited to non-human examples.
"3,4,5",Disciplinary Core ideas,DCI,Variation of Traits,LS3.B,LS3.B-E2,The environment also affects the traits that an organism develops.,3-LS3-2,Use evidence to support the explanation that traits can be influenced by the environment.,"Examples of the environment affecting a trait could include normally tall plants grown with insufficient water are stunted; and, a pet dog that is given too much food and little exercise may become overweight.",
"6,7,8",Disciplinary Core ideas,DCI,Variation of Traits,LS3.B,LS3.B-M1,"In sexually reproducing organisms, each parent contributes half of the genes acquired (at random) by the offspring. Individuals have two of each chromosome and hence two alleles of each gene, one acquired from each parent. These versions may be identical or may differ from each other.",MS-LS3-2,Develop and use a model to describe why asexual reproduction results in offspring with identical genetic information and sexual reproduction results in offspring with genetic variation.,"Emphasis is on using models such as Punnett squares, diagrams, and simulations to describe the cause and effect relationship of gene transmission from parent(s) to offspring and resulting genetic variation.",
"6,7,8",Disciplinary Core ideas,DCI,Variation of Traits,LS3.B,LS3.B-M2,"In addition to variations that arise from sexual reproduction, genetic information can be altered because of mutations. Though rare, mutations may result in changes to the structure and function of proteins. Some changes are beneficial, others harmful, and some neutral to the organism.",MS-LS3-1,"Develop and use a model to describe why structural changes to genes (mutations) located on chromosomes may affect proteins and may result in harmful, beneficial, or neutral effects to the structure and function of the organism.",Emphasis is on conceptual understanding that changes in genetic material may result in making different proteins.,"Assessment does not include specific changes at the molecular level, mechanisms for protein synthesis, or specific types of mutations."
"9,10,11,12",Disciplinary Core ideas,DCI,Variation of Traits,LS3.B,LS3.B-H1,"In sexual reproduction, chromosomes can sometimes swap sections during the process of meiosis (cell division), thereby creating new genetic combinations and thus more genetic variation. Although DNA replication is tightly regulated and remarkably accurate, errors do occur and result in mutations, which are also a source of genetic variation. Environmental factors can also cause mutations in genes, and viable mutations are inherited.",HS-LS3-2,"Make and defend a claim based on evidence that inheritable genetic variations may result from: (1) new genetic combinations through meiosis, (2) viable errors occurring during replication, and/or (3) mutations caused by environmental factors.",Emphasis is on using data to support arguments for the way variation occurs.] [Assessment does not include the phases of meiosis or the biochemical mechanism of specific steps in the process.,Assessment does not include the phases of meiosis or the biochemical mechanism of specific steps in the process.
"9,10,11,12",Disciplinary Core ideas,DCI,Variation of Traits,LS3.B,LS3.B-H2,"Environmental factors also affect expression of traits, and hence affect the probability of occurrences of traits in a population. Thus, the variation and distribution of traits observed depends on both genetic and environmental factors.",HS-LS3-2,"Make and defend a claim based on evidence that inheritable genetic variations may result from: (1) new genetic combinations through meiosis, (2) viable errors occurring during replication, and/or (3) mutations caused by environmental factors.",Emphasis is on using data to support arguments for the way variation occurs.] [Assessment does not include the phases of meiosis or the biochemical mechanism of specific steps in the process.,Assessment does not include the phases of meiosis or the biochemical mechanism of specific steps in the process.
"3,4,5",Disciplinary Core ideas,DCI,Evidence of Common Ancestry & Diversity,LS4.A,LS4.A-E1,Some kinds of plants and animals that once lived on Earth are no longer found anywhere.,3-LS4-1,Analyze and interpret data from fossils to provide evidence of the organisms and the environments in which they lived long ago.,"Examples of data could include type, size, and distributions of fossil organisms. Examples of fossils and environments could include marine fossils found on dry land, tropical plant fossils found in Arctic areas, and fossils of extinct organisms.",Assessment does not include identification of specific fossils or present plants and animals. Assessment is limited to major fossil types and relative ages.
"3,4,5",Disciplinary Core ideas,DCI,Evidence of Common Ancestry & Diversity,LS4.A,LS4.A-E2,Fossils provide evidence about the types of organisms that lived long ago and also about the nature of their environments.,3-LS4-1,Analyze and interpret data from fossils to provide evidence of the organisms and the environments in which they lived long ago.,"Examples of data could include type, size, and distributions of fossil organisms. Examples of fossils and environments could include marine fossils found on dry land, tropical plant fossils found in Arctic areas, and fossils of extinct organisms.",Assessment does not include identification of specific fossils or present plants and animals. Assessment is limited to major fossil types and relative ages.
"6,7,8",Disciplinary Core ideas,DCI,Evidence of Common Ancestry & Diversity,LS4.A,LS4.A-M1,"The collection of fossils and their placement in chronological order (e.g., through the location of the sedimentary layers in which they are found or through radioactive dating) is known as the fossil record. It documents the existence, diversity, extinction, and change of many life forms throughout the history of life on Earth.",MS-LS4-1,"Analyze and interpret data for patterns in the fossil record that document the existence, diversity, extinction, and change of life forms throughout the history of life on Earth under the assumption that natural laws operate today as in the past.",Emphasis is on finding patterns of changes in the level of complexity of anatomical structures in organisms and the chronological order of fossil appearance in the rock layers.,Assessment does not include the names of individual species or geological eras in the fossil record.
"6,7,8",Disciplinary Core ideas,DCI,Evidence of Common Ancestry & Diversity,LS4.A,LS4.A-M2,Anatomical similarities and differences between various organisms living today and between them and organisms in the fossil record enable the reconstruction of evolutionary history and the inference of lines of evolutionary descent.,MS-LS4-2,Apply scientific ideas to construct an explanation for the anatomical similarities and differences among modern organisms and between modern and fossil organisms to infer evolutionary relationships.,Emphasis is on explanations of the evolutionary relationships among organisms in terms of similarity or differences of the gross appearance of anatomical structures.,
"6,7,8",Disciplinary Core ideas,DCI,Evidence of Common Ancestry & Diversity,LS4.A,LS4.A-M3,Comparison of the embryological development of different species also reveals similarities that show relationships not evident in the fully formed anatomy.,MS-LS4-3,Analyze displays of pictorial data to compare patterns of similarities in the embryological development across multiple species to identify relationships not evident in the fully formed anatomy.,Emphasis is on inferring general patterns of relatedness among embryos of different organisms by comparing the macroscopic appearance of diagrams or pictures.,Assessment of comparisons is limited to gross appearance of anatomical structures in embryological development.
"9,10,11,12",Disciplinary Core ideas,DCI,Evidence of Common Ancestry & Diversity,LS4.A,LS4.A-H1,"Genetic information provides evidence of evolution. DNA sequences vary among species, but there are many overlaps; in fact, the ongoing branching that produces multiple lines of descent can be inferred by comparing the DNA sequences of different organisms. Such information is also derivable from the similarities and differences in amino acid sequences and from anatomical and embryological evidence.",HS-LS4-1,Communicate scientific information that common ancestry and biological evolution are supported by multiple lines of empirical evidence.,"Emphasis is on a conceptual understanding of the role each line of evidence has relating to common ancestry and biological evolution. Examples of evidence could include similarities in DNA sequences, anatomical structures, and order of appearance of structures in embryological development.",
"3,4,5",Disciplinary Core ideas,DCI,Natural Selection,LS4.B,LS4.B-E1,"Sometimes the differences in characteristics between individuals of the same species provide advantages in surviving, finding mates, and reproducing.",3-LS4-2,"Use evidence to construct an explanation for how the variations in characteristics among individuals of the same species may provide advantages in surviving, finding mates, and reproducing.","Examples of cause and effect relationships could be plants that have larger thorns than other plants may be less likely to be eaten by predators; and, animals that have better camouflage coloration than other animals may be more likely to survive and therefore more likely to leave offspring.",
"6,7,8",Disciplinary Core ideas,DCI,Natural Selection,LS4.B,LS4.B-M1,"Natural selection leads to the predominance of certain traits in a population, and the suppression of others.",MS-LS4-4,Construct an explanation based on evidence that describes how genetic variations of traits in a population increase some individuals’ probability of surviving and reproducing in a specific environment.,Emphasis is on using simple probability statements and proportional reasoning to construct explanations.,
"6,7,8",Disciplinary Core ideas,DCI,Natural Selection,LS4.B,LS4.B-M2,"In artificial selection, humans have the capacity to influence certain characteristics of organisms by selective breeding. One can choose desired parental traits determined by genes, which are then passed on to offspring.",MS-LS4-5,Gather and synthesize information about the technologies that have changed the way humans influence the inheritance of desired traits in organisms.,"Emphasis is on synthesizing information from reliable sources about the influence of humans on genetic outcomes in artificial selection (such as genetic modification, animal husbandry, gene therapy); and, on the impacts these technologies have on society as well as the technologies leading to these scientific discoveries.",
"9,10,11,12",Disciplinary Core ideas,DCI,Natural Selection,LS4.B,LS4.B-H1,"Natural selection occurs only if there is both (1) variation in the genetic information between organisms in a population and (2) variation in the expression of that genetic information–that is, trait variation–that leads to differences in performance among individuals.",HS-LS4-2,"Construct an explanation based on evidence that the process of evolution primarily results from four factors: (1) the potential for a species to increase in number, (2) the heritable genetic variation of individuals in a species due to mutation and sexual reproduction, (3) competition for limited resources, and (4) the proliferation of those organisms that are better able to survive and reproduce in the environment.","Emphasis is on using evidence to explain the influence each of the four factors has on number of organisms, behaviors, morphology, or physiology in terms of ability to compete for limited resources and subsequent survival of individuals and adaptation of species. Examples of evidence could include mathematical models such as simple distribution graphs and proportional reasoning.","Assessment does not include other mechanisms of evolution, such as genetic drift, gene flow through migration, and co-evolution."
"9,10,11,12",Disciplinary Core ideas,DCI,Natural Selection,LS4.B,LS4.B-H2,"The traits that positively affect survival are more likely to be reproduced, and thus are more common in the population.",HS-LS4-3,Apply concepts of statistics and probability to support explanations that organisms with an advantageous heritable trait tend to increase in proportion to organisms lacking this trait.,Emphasis is on analyzing shifts in numerical distribution of traits and using these shifts as evidence to support explanations.,Assessment is limited to basic statistical and graphical analysis. Assessment does not include allele frequency calculations.
"3,4,5",Disciplinary Core ideas,DCI,Adaptation,LS4.C,LS4.C-E1,"For any particular environment, some kinds of organisms survive well, some survive less well, and some cannot survive at all.",3-LS4-3,"Construct an argument with evidence that in a particular habitat some organisms can survive well, some survive less well, and some cannot survive at all.",Examples of evidence could include needs and characteristics of the organisms and habitats involved. The organisms and their habitat make up a system in which the parts depend on each other.,
"6,7,8",Disciplinary Core ideas,DCI,Adaptation,LS4.C,LS4.C-M1,"Adaptation by natural selection acting over generations is one important process by which species change over time in response to changes in environmental conditions. Traits that support successful survival and reproduction in the new environment become more common; those that do not become less common. Thus, the distribution of traits in a population changes.",MS-LS4-6,Use mathematical representations to support explanations of how natural selection may lead to increases and decreases of specific traits in populations over time.,"Emphasis is on using mathematical models, probability statements, and proportional reasoning to support explanations of trends in changes to populations over time.",Assessment does not include Hardy Weinberg calculations.
"9,10,11,12",Disciplinary Core ideas,DCI,Adaptation,LS4.C,LS4.C-H1,"Evolution is a consequence of the interaction of four factors: (1) the potential for a species to increase in number, (2) the genetic variation of individuals in a species due to mutation and sexual reproduction, (3) competition for an environment’s limited supply of the resources that individuals need in order to survive and reproduce, and (4) the ensuing proliferation of those organisms that are better able to survive and reproduce in that environment.",HS-LS4-2,"Construct an explanation based on evidence that the process of evolution primarily results from four factors: (1) the potential for a species to increase in number, (2) the heritable genetic variation of individuals in a species due to mutation and sexual reproduction, (3) competition for limited resources, and (4) the proliferation of those organisms that are better able to survive and reproduce in the environment.","Emphasis is on using evidence to explain the influence each of the four factors has on number of organisms, behaviors, morphology, or physiology in terms of ability to compete for limited resources and subsequent survival of individuals and adaptation of species. Examples of evidence could include mathematical models such as simple distribution graphs and proportional reasoning.","Assessment does not include other mechanisms of evolution, such as genetic drift, gene flow through migration, and co-evolution."
"9,10,11,12",Disciplinary Core ideas,DCI,Adaptation,LS4.C,LS4.C-H2,"Natural selection leads to adaptation, that is, to a population dominated by organisms that are anatomically, behaviorally, and physiologically well suited to survive and reproduce in a specific environment. That is, the differential survival and reproduction of organisms in a population that have an advantageous heritable trait leads to an increase in the proportion of individuals in future generations that have the trait and to a decrease in the proportion of individuals that do not.",HS-LS4-3,Apply concepts of statistics and probability to support explanations that organisms with an advantageous heritable trait tend to increase in proportion to organisms lacking this trait.,Emphasis is on analyzing shifts in numerical distribution of traits and using these shifts as evidence to support explanations.,Assessment is limited to basic statistical and graphical analysis. Assessment does not include allele frequency calculations.
"9,10,11,12",Disciplinary Core ideas,DCI,Adaptation,LS4.C,LS4.C-H3,Adaptation also means that the distribution of traits in a population can change when conditions change.,HS-LS4-3,Apply concepts of statistics and probability to support explanations that organisms with an advantageous heritable trait tend to increase in proportion to organisms lacking this trait.,Emphasis is on analyzing shifts in numerical distribution of traits and using these shifts as evidence to support explanations.,Assessment is limited to basic statistical and graphical analysis. Assessment does not include allele frequency calculations.
"9,10,11,12",Disciplinary Core ideas,DCI,Adaptation,LS4.C,LS4.C-H4,"Changes in the physical environment, whether naturally occurring or human induced, have thus contributed to the expansion of some species, the emergence of new distinct species as populations diverge under different conditions, and the decline-and sometimes the extinction-of some species.",HS-LS4-5,"Evaluate the evidence supporting claims that changes in environmental conditions may result in: (1) increases in the number of individuals of some species, (2) the emergence of new species over time, and (3) the extinction of other species.","Emphasis is on determining cause and effect relationships for how changes to the environment such as deforestation, fishing, application of fertilizers, drought, flood, and the rate of change of the environment affect distribution or disappearance of traits in species.",
"9,10,11,12",Disciplinary Core ideas,DCI,Adaptation,LS4.C,LS4.C-H5,"Species become extinct because they can no longer survive and reproduce in their altered environment. If members cannot adjust to change that is too fast or drastic, the opportunity for the species’ evolution is lost.",HS-LS4-5,"Evaluate the evidence supporting claims that changes in environmental conditions may result in: (1) increases in the number of individuals of some species, (2) the emergence of new species over time, and (3) the extinction of other species.","Emphasis is on determining cause and effect relationships for how changes to the environment such as deforestation, fishing, application of fertilizers, drought, flood, and the rate of change of the environment affect distribution or disappearance of traits in species.",
"k,1,2",Disciplinary Core ideas,DCI,Biodiversity & Humans,LS4.D,LS4.D-P1,"There are many different kinds of living things in any area, and they exist in different places on land and in water.",2-LS4-1,Make observations of plants and animals to compare the diversity of life in different habitats.,Emphasis is on the diversity of living things in each of a variety of different habitats.,Assessment does not include specific animal and plant names in specific habitats.
"3,4,5",Disciplinary Core ideas,DCI,Biodiversity & Humans,LS4.D,LS4.D-E1,"Populations live in a variety of habitats, and change in those habitats affects the organisms living there.",3-LS4-4,Make a claim about the merit of a solution to a problem caused when the environment changes and the types of plants and animals that live there may change.,"Examples of environmental changes could include changes in land characteristics, water distribution, temperature, food, and other organisms.",Assessment is limited to a single environmental change. Assessment does not include the greenhouse effect or climate change.
"6,7,8",Disciplinary Core ideas,DCI,Biodiversity & Humans,LS4.D,LS4.D-M1,"Changes in biodiversity can influence humans’ resources, such as food, energy, and medicines, as well as ecosystem services that humans rely on–for example, water purification and recycling.",MS-LS2-5,Evaluate competing design solutions for maintaining biodiversity and ecosystem services.,"Examples of ecosystem services could include water purification, nutrient recycling, and prevention of soil erosion. Examples of design solution constraints could include scientific, economic, and social considerations.",
"9,10,11,12",Disciplinary Core ideas,DCI,Biodiversity & Humans,LS4.D,LS4.D-H1,Biodiversity is increased by the formation of new species (speciation) and decreased by the loss of species (extinction).,HS-LS2-7,"Design, evaluate, and refine a solution for reducing the impacts of human activities on the environment and biodiversity.","Examples of human activities can include urbanization, building dams, and dissemination of invasive species.",
"9,10,11,12",Disciplinary Core ideas,DCI,Biodiversity & Humans,LS4.D,LS4.D-H2,"Humans depend on the living world for the resources and other benefits provided by biodiversity. But human activity is also having adverse impacts on biodiversity through overpopulation, overexploitation, habitat destruction, pollution, introduction of invasive species, and climate change. Thus, sustaining biodiversity so that ecosystem functioning and productivity are maintained is essential to supporting and enhancing life on Earth. Sustaining biodiversity also aids humanity by preserving landscapes of recreational or inspirational value.",HS-LS4-6,Create or revise a simulation to test a solution to mitigate adverse impacts of human activity on biodiversity.,"Emphasis is on designing solutions for a proposed problem related to threatened or endangered species, or to genetic variation of organisms for multiple species.",
