"subject","framework","grade","dimension","dim","subcategory","code","statement","orig_dimension","orig_dim","link","code2","subcat","PEcode","performanceExpectation","clarifyingStatement","assessmentBoundary","goal"
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-IF.B.6","Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.<sup>*</sup>","Interpreting Functions","IF","http://corestandards.org/Math/Content/HSF/IF/B/6/","IF.B.6",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-IF.C.7","Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.<sup>*</sup>","Interpreting Functions","IF","http://corestandards.org/Math/Content/HSF/IF/C/7/","IF.C.7",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-IF.C.7a","Graph linear and quadratic functions and show intercepts, maxima, and minima.","Interpreting Functions","IF","http://corestandards.org/Math/Content/HSF/IF/C/7/a/","IF.C.7a",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-IF.C.7b","Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.","Interpreting Functions","IF","http://corestandards.org/Math/Content/HSF/IF/C/7/b/","IF.C.7b",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-IF.C.7c","Graph polynomial functions, identifying zeros when suitable factorizations are available, and showing end behavior.","Interpreting Functions","IF","http://corestandards.org/Math/Content/HSF/IF/C/7/c/","IF.C.7c",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-IF.C.7d","(+) Graph rational functions, identifying zeros and asymptotes when suitable factorizations are available, and showing end behavior.","Interpreting Functions","IF","http://corestandards.org/Math/Content/HSF/IF/C/7/d/","IF.C.7d",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-IF.C.7e","Graph exponential and logarithmic functions, showing intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude.","Interpreting Functions","IF","http://corestandards.org/Math/Content/HSF/IF/C/7/e/","IF.C.7e",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-IF.C.8","Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.","Interpreting Functions","IF","http://corestandards.org/Math/Content/HSF/IF/C/8/","IF.C.8",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-IF.C.8a","Use the process of factoring and completing the square in a quadratic function to show zeros, extreme values, and symmetry of the graph, and interpret these in terms of a context.","Interpreting Functions","IF","http://corestandards.org/Math/Content/HSF/IF/C/8/a/","IF.C.8a",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-IF.C.8b","Use the properties of exponents to interpret expressions for exponential functions. For example, identify percent rate of change in functions such as y = (1.02)ᵗ, y = (0.97)ᵗ, y = (1.01)12ᵗ, y = (1.2)ᵗ/10, and classify them as representing exponential growth or decay.","Interpreting Functions","IF","http://corestandards.org/Math/Content/HSF/IF/C/8/b/","IF.C.8b",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-IF.C.9","Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). <i>For example, given a graph of one quadratic function and an algebraic expression for another, say which has the larger maximum</i>.","Interpreting Functions","IF","http://corestandards.org/Math/Content/HSF/IF/C/9/","IF.C.9",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-LE.A.1","Distinguish between situations that can be modeled with linear functions and with exponential functions.","Linear, Quadratic & Exponential Models","LE","http://corestandards.org/Math/Content/HSF/LE/A/1/","LE.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-LE.A.1a","Prove that linear functions grow by equal differences over equal intervals, and that exponential functions grow by equal factors over equal intervals.","Linear, Quadratic & Exponential Models","LE","http://corestandards.org/Math/Content/HSF/LE/A/1/a/","LE.A.1a",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-LE.A.1b","Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.","Linear, Quadratic & Exponential Models","LE","http://corestandards.org/Math/Content/HSF/LE/A/1/b/","LE.A.1b",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-LE.A.1c","Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.","Linear, Quadratic & Exponential Models","LE","http://corestandards.org/Math/Content/HSF/LE/A/1/c/","LE.A.1c",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-LE.A.2","Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table).","Linear, Quadratic & Exponential Models","LE","http://corestandards.org/Math/Content/HSF/LE/A/2/","LE.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-LE.A.3","Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function.","Linear, Quadratic & Exponential Models","LE","http://corestandards.org/Math/Content/HSF/LE/A/3/","LE.A.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-LE.A.4","For exponential models, express as a logarithm the solution to <i>ab<sup>ct</sup></i> = <i>d</i> where <i>a</i>, <i>c</i>, and <i>d</i> are numbers and the base <i>b</i> is 2, 10, or <i>e</i>; evaluate the logarithm using technology.","Linear, Quadratic & Exponential Models","LE","http://corestandards.org/Math/Content/HSF/LE/A/4/","LE.A.4",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-LE.B.5","Interpret the parameters in a linear or exponential function in terms of a context.","Linear, Quadratic & Exponential Models","LE","http://corestandards.org/Math/Content/HSF/LE/B/5/","LE.B.5",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-TF.A.1","Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.","Trig Functions","TF","http://corestandards.org/Math/Content/HSF/TF/A/1/","TF.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-TF.A.2","Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle.","Trig Functions","TF","http://corestandards.org/Math/Content/HSF/TF/A/2/","TF.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-TF.A.3","(+) Use special triangles to determine geometrically the values of sine, cosine, tangent for &pi;/3, &pi;/4 and &pi;/6, and use the unit circle to express the values of sine, cosine, and tangent for <i>x</i>, &pi; + <i>x</i>, and 2&pi; - <i>x</i> in terms of their values for <i>x</i>, where <i>x</i> is any real number.","Trig Functions","TF","http://corestandards.org/Math/Content/HSF/TF/A/3/","TF.A.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-TF.A.4","(+) Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions.","Trig Functions","TF","http://corestandards.org/Math/Content/HSF/TF/A/4/","TF.A.4",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-TF.B.5","Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.<sup>*</sup>","Trig Functions","TF","http://corestandards.org/Math/Content/HSF/TF/B/5/","TF.B.5",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-TF.B.6","(+) Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.","Trig Functions","TF","http://corestandards.org/Math/Content/HSF/TF/B/6/","TF.B.6",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-TF.B.7","(+) Use inverse functions to solve trigonometric equations that arise in modeling contexts; evaluate the solutions using technology, and interpret them in terms of the context.<sup>*</sup>","Trig Functions","TF","http://corestandards.org/Math/Content/HSF/TF/B/7/","TF.B.7",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-TF.C.8","Prove the Pythagorean identity sin<sup>2</sup>(&theta;) + cos<sup>2</sup>(&theta;) = 1 and use it to find  sin(&theta;), cos(&theta;), or tan(&theta;) given sin(&theta;), cos(&theta;), or tan(&theta;) and the  quadrant of the angle.","Trig Functions","TF","http://corestandards.org/Math/Content/HSF/TF/C/8/","TF.C.8",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSF-TF.C.9","(+) Prove the addition and subtraction formulas for sine, cosine, and tangent and use them to solve problems.","Trig Functions","TF","http://corestandards.org/Math/Content/HSF/TF/C/9/","TF.C.9",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-C.A.1","Prove that all circles are similar.","Circles","C","http://corestandards.org/Math/Content/HSG/C/A/1/","C.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-C.A.2","Identify and describe relationships among inscribed angles, radii, and chords. <i>Include the relationship between central, inscribed, and circumscribed angles; inscribed angles on a diameter are right angles; the radius of a circle is perpendicular to the tangent where the radius intersects the circle.","Circles","C","http://corestandards.org/Math/Content/HSG/C/A/2/","C.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-C.A.3","</i>Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle.</i>","Circles","C","http://corestandards.org/Math/Content/HSG/C/A/3/","C.A.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-C.A.4","(+) Construct a tangent line from a point outside a given circle to the circle.","Circles","C","http://corestandards.org/Math/Content/HSG/C/A/4/","C.A.4",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-C.B.5","Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector.","Circles","C","http://corestandards.org/Math/Content/HSG/C/B/5/","C.B.5",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.A.1","Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc.","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/A/1/","CO.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.A.2","Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch).","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/A/2/","CO.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.A.3","Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself.","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/A/3/","CO.A.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.A.4","Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments.","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/A/4/","CO.A.4",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.A.5","Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another.","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/A/5/","CO.A.5",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.B.6","Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent.","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/B/6/","CO.B.6",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.B.7","Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/B/7/","CO.B.7",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.B.8","Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions.","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/B/8/","CO.B.8",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.C.9","Prove theorems about lines and angles. <i>Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent; points on a perpendicular bisector of a line segment are exactly those equidistant from the segment's endpoints</i>.","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/C/9/","CO.C.9",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.C.10","Prove theorems about triangles. <i>Theorems include: measures of interior angles of a triangle sum to 180&deg;; base angles of isosceles triangles are congruent; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length; the medians of a triangle meet at a point</i>.","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/C/10/","CO.C.10",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.C.11","Prove theorems about parallelograms. <i>Theorems include: opposite sides are congruent, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and conversely, rectangles are parallelograms with congruent diagonals</i>.","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/C/11/","CO.C.11",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.D.12","Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). <i>Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line</i>.","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/D/12/","CO.D.12",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-CO.D.13","Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle.","Congruence","CO","http://corestandards.org/Math/Content/HSG/CO/D/13/","CO.D.13",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S",NA,"HSG-GMD.A.1","Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. <i>Use dissection arguments, Cavalieri's principle, and informal limit arguments</i>.","Geometric Measurement & Dimension","GMD","http://corestandards.org/Math/Content/HSG/GMD/A/1/","GMD.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S",NA,"HSG-GMD.A.2","</i>(+) Give an informal argument using Cavalieri's principle for the formulas for the volume of a sphere and other solid figures.</i>","Geometric Measurement & Dimension","GMD","http://corestandards.org/Math/Content/HSG/GMD/A/2/","GMD.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S",NA,"HSG-GMD.A.3","Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.<sup>*</sup>","Geometric Measurement & Dimension","GMD","http://corestandards.org/Math/Content/HSG/GMD/A/3/","GMD.A.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S",NA,"HSG-GMD.B.4","Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.","Geometric Measurement & Dimension","GMD","http://corestandards.org/Math/Content/HSG/GMD/B/4/","GMD.B.4",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSG-GPE.A.1","Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.","Geometric Properties with Equations","GPE","http://corestandards.org/Math/Content/HSG/GPE/A/1/","GPE.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSG-GPE.A.2","Derive the equation of a parabola given a focus and directrix.","Geometric Properties with Equations","GPE","http://corestandards.org/Math/Content/HSG/GPE/A/2/","GPE.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSG-GPE.A.3","(+) Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant.","Geometric Properties with Equations","GPE","http://corestandards.org/Math/Content/HSG/GPE/A/3/","GPE.A.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSG-GPE.B.4","Use coordinates to prove simple geometric theorems algebraically. <i>For example, prove or disprove that a figure defined by four given points in the coordinate plane is a rectangle; prove or disprove that the point (1, &radic;3) lies on the circle centered at the origin and containing the point (0, 2).","Geometric Properties with Equations","GPE","http://corestandards.org/Math/Content/HSG/GPE/B/4/","GPE.B.4",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSG-GPE.B.5","</i>Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point).</i>","Geometric Properties with Equations","GPE","http://corestandards.org/Math/Content/HSG/GPE/B/5/","GPE.B.5",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSG-GPE.B.6","Find the point on a directed line segment between two given points that partitions the segment in a given ratio.","Geometric Properties with Equations","GPE","http://corestandards.org/Math/Content/HSG/GPE/B/6/","GPE.B.6",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSG-GPE.B.7","Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.<sup>*","Geometric Properties with Equations","GPE","http://corestandards.org/Math/Content/HSG/GPE/B/7/","GPE.B.7",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-MG.A.1","Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).<sup>*</sup>","Modeling with Geometry","MG","http://corestandards.org/Math/Content/HSG/MG/A/1/","MG.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-MG.A.2","Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).<sup>*</sup>","Modeling with Geometry","MG","http://corestandards.org/Math/Content/HSG/MG/A/2/","MG.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-MG.A.3","Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).<sup>*</sup>","Modeling with Geometry","MG","http://corestandards.org/Math/Content/HSG/MG/A/3/","MG.A.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.A.1","Verify experimentally the properties of dilations given by a center and a scale factor:","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/A/1/","SRT.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.A.1a","A dilation takes a line not passing through the center of the dilation to a parallel line, and leaves a line passing through the center unchanged.","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/A/1/a/","SRT.A.1a",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.A.1b","The dilation of a line segment is longer or shorter in the ratio given by the scale factor.","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/A/1/b/","SRT.A.1b",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.A.2","Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides.","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/A/2/","SRT.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.A.3","Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/A/3/","SRT.A.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.B.4","Prove theorems about triangles. <i>Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity.","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/B/4/","SRT.B.4",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.B.5","</i>Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.</i>","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/B/5/","SRT.B.5",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.C.6","Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles.","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/C/6/","SRT.C.6",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.C.7","Explain and use the relationship between the sine and cosine of complementary angles.","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/C/7/","SRT.C.7",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.C.8","Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.<sup>*</sup>","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/C/8/","SRT.C.8",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.D.9","(+) Derive the formula <i>A</i> = 1/2 <i>ab</i> sin(C) for the area of a triangle by drawing an auxiliary line from a vertex perpendicular to the opposite side.","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/D/9/","SRT.D.9",NA,NA,NA,NA,NA,NA
